date,source,title,description
2025-09-29,TOP_NEWS,"Michigan LDS temple mass shooting: What we know about the victims - ABC News - Breaking News, Latest News and Videos","Michigan LDS temple mass shooting: What we know about the victims  ABC News - Breaking News, Latest News and VideosFather of Grand Blanc Township church shooter apologizes to victims’ families  Detroit Free PressBishop of Grand Blanc, Michigan Ward Speaks About Tragic Shooting  newsroom.churchofjesuschrist.orgWhat friends of Grand Blanc suspect say happened days before church attack  ClickOnDetroit | WDIV Local 4At least 4 killed and 8 others wounded after shooting and fire at Michigan church  CNN"
2025-09-29,TOP_NEWS,Hegseth and Trump to Meet With Military Brass: What We Know - The New York Times,"Hegseth and Trump to Meet With Military Brass: What We Know  The New York TimesMilitary leaders voice concern over Hegseth’s new Pentagon strategy  The Washington PostTrump to attend Tuesday's unprecedented gathering of US military commanders  Fox NewsWhy Does Hegseth Want More Than 800 Admirals and Generals in the Same Room?  The AtlanticHegseth's mystery meeting in Quantico could cost millions, require unprecedented security  USA Today"
2025-09-29,TOP_NEWS,"Trump administration asks for 100 'military troops' to deploy in Illinois to protect ICE, Gov. Pritzker says - WBEZ Chicago","Trump administration asks for 100 'military troops' to deploy in Illinois to protect ICE, Gov. Pritzker says  WBEZ ChicagoICE in Chicago: What to do if ICE stops you, and what the law says about ICE agents randomly stopping people to question them  ABC7 ChicagoICE wants National Guard troops in Chicago amid 'riots' and arrests. Governor fights back  USA TodayTrump Administration Will Deploy 100 National Guard Troops to Illinois  The New York TimesFeds march into downtown Chicago; top border agent says people are arrested based on ‘how they look’  WBEZ Chicago"
2025-09-29,TOP_NEWS,YouTube to pay $22 million for White House ballroom to settle lawsuit from Trump - CBS News,YouTube to pay $22 million for White House ballroom to settle lawsuit from Trump  CBS NewsYouTube Settles Trump Lawsuit Over Account Suspension for $24.5 Million  The New York TimesYouTube to pay $24.5m to settle Trump lawsuit over Capitol riot  BBCYouTube to pay Trump $22 million for suspending his account after Jan. 6 riot  AxiosYouTube to pay $24.5 million to settle Trump lawsuit  CNN
2025-09-29,TOP_NEWS,"Federal employee RIFs can still happen in a government shutdown, OPM says - Federal News Network","Federal employee RIFs can still happen in a government shutdown, OPM says  Federal News NetworkThe federal government could shut down Wednesday. Here's how it'll impact Minnesota  CBS NewsUS set for largest mass resignation in history as Trump continues deep cuts  The GuardianFederal workers unions call on Schumer, Jeffries to hold the line even if it means a shutdown  PoliticoLayoff implementation work is exempted from shutdown, Trump admin says  Government Executive"
2025-09-29,TOP_NEWS,Detective's shirt brings closure to families of yogurt shop murder victims - Austin American-Statesman,Detective's shirt brings closure to families of yogurt shop murder victims  Austin American-Statesman'A great amount of emotion': Family of Austin yogurt shop murder victims share powerful message  Austin American-StatesmanNew details: How Austin Police identified yogurt shop murders suspect  KUTShell Casings and DNA on Fingernails Helped Crack ‘Yogurt Shop’ Murder Case  The New York TimesHow cold case investigators linked a new suspect to the 1991 Austin yogurt shop murders  KXAN Austin
2025-09-29,TOP_NEWS,How Cuomo plans to seize the Adams-less moment - Politico,"How Cuomo plans to seize the Adams-less moment  PoliticoCuomo wants to be New York City’s next mayor. Will his plans help the city?  Al Jazeera10 (More) Questions With Andrew Cuomo  The New York TimesCan cold Andrew Cuomo warm up and get out of his comfort zone to beat Mamdani?  New York PostCuomo weighs in on Adams dropping out, campaign strategy  Spectrum News NY1"
2025-09-29,TOP_NEWS,Health Department Moves to Block Harvard From Future Research Grants - The New York Times,Health Department Moves to Block Harvard From Future Research Grants  The New York TimesFederal government formally recommends barring Harvard from receiving federal funds  The Boston GlobeHHS’ Office for Civil Rights Refers Harvard University for Suspension and Debarment Proceedings  HHS.govTrump Administration Opens New Front to Strip Harvard of Federal Funding  The Wall Street JournalHHS seeks to ban Harvard from federal funding in civil rights case  Axios
2025-09-29,TOP_NEWS,"Total internet blackout in Afghanistan, watchdog reports, as Taliban enforces morality measures - CNN","Total internet blackout in Afghanistan, watchdog reports, as Taliban enforces morality measures  CNNAfghanistan’s internet goes down amid fears of a Taliban crackdown  The Washington Post‘It kept our spirits alive’: Taliban’s internet blackout leaves girls in despair  The GuardianAfghanistan faces communications blackout after Taliban shut down internet  France 24Afghanistan hit by internet blackout as Taliban cuts fibre optic cables  BBC"
2025-09-29,TOP_NEWS,Tony Blair Emerges as Potential Figure in Postwar Gaza - The New York Times,"Tony Blair Emerges as Potential Figure in Postwar Gaza  The New York TimesTony Blair could help run Gaza under Trump peace plan  BBCPostwar Gaza authority potentially led by Tony Blair ‘would sideline Palestinians’  The GuardianTony Blair has never quit the Middle East. Now, he could run Gaza.  The Washington PostTrump would head Gaza ‘board of peace’ in new postwar plan  The Hill"
