date,source,title,description
2026-01-16,TOP_NEWS,Some policy experts struggle to make sense of new Trump health plan - ABC News,Some policy experts struggle to make sense of new Trump health plan  ABC NewsWhat we know about Trump’s ‘Great Health Care Plan’  CNNTrump takes aim at prescription drug 'middlemen' with new healthcare plan  Fox BusinessThe Great Healthcare Plan  The White House (.gov)‘Absolutely no detail’: experts alarmed as Trump unveils healthcare plan  The Guardian
2026-01-16,TOP_NEWS,Family of man shot by ICE in Minneapolis disputes key aspects of DHS account - The Washington Post,"Family of man shot by ICE in Minneapolis disputes key aspects of DHS account  The Washington PostFederal Agent Shoots Man in Minneapolis, Prompting Tense Protests  The New York TimesVideos add new detail to 2nd Minneapolis ICE shooting in a week  Minnesota ReformerMinneapolis ICE shooting: Agent shoots immigrant, officer also hurt  FOX 9 Minneapolis-St. PaulDHS names man shot by feds in Minneapolis, but their shared background of him lists only minor prior incidents  CBS News"
2026-01-16,TOP_NEWS,Trump struck deals with 16 drug companies. But they're still raising prices this year - NPR,Trump struck deals with 16 drug companies. But they're still raising prices this year  NPRPrescription drug prices  LAistLarge drugmakers without a US pricing pact are bracing to make one  Endpoints NewsPharma companies bowed to Trump's recent pricing pressure  medwatch.comUS pharma MFN and tariff dynamics: What EU and UK leaders need to know  pharmaphorum
2026-01-16,TOP_NEWS,Virginia Moves Closer to New House Maps That Could Set Democrats Up for a Win - The New York Times,"Virginia Moves Closer to New House Maps That Could Set Democrats Up for a Win  The New York TimesVirginia inches closer to gutting GOP seats through redistricting  PoliticoVirginia lawmakers pass redistricting amendment, sending it to voters for approval  NBC NewsVirginia to vote on Democrat-favored redistricting after lawmakers advance plan  The GuardianVirginia Democrats set up a referendum to try to flip as many as 4 GOP-held US House seats  CNN"
2026-01-16,TOP_NEWS,ICE says Cuban immigrant died while attempting suicide. A witness says guards pinned and choked him - AP News,"ICE says Cuban immigrant died while attempting suicide. A witness says guards pinned and choked him  AP NewsMedical examiner likely to classify death of ICE detainee as homicide, recorded call says  The Washington PostAdvocacy groups hold downtown El Paso vigil for detainees who died in federal custody  KFOXDeath of man at ICE camp could be investigated as homicide after examiner’s report  The GuardianUS officials provide shifting accounts of ICE detainee death in Texas military camp  Reuters"
2026-01-16,TOP_NEWS,Minnesota’s “Sanctuary” Defiance Has Consequences - The White House (.gov),"Minnesota’s “Sanctuary” Defiance Has Consequences  The White House (.gov)Trump’s Fight With Minnesota Is About More Than Immigration  The New York TimesLIVE UPDATES | ICE in Minnesota: Lawmakers hold field hearing on Trump's immigration actions in MN  FOX 9 Minneapolis-St. PaulDemocrats condemn ‘trauma and terror’ of Trump’s ICE surge in Minnesota  The GuardianWith limited political power, Minnesota Democrats navigate resistance to Trump  NPR"
2026-01-16,TOP_NEWS,How Venezuela Becomes a Quagmire - Foreign Affairs,"How Venezuela Becomes a Quagmire  Foreign AffairsWhat is the path forward for Venezuela?  NPRWithout democracy, Donald Trump’s Venezuelan oil quest will fail  The EconomistOpinion | In Venezuela, Trump Has Put Himself in a Box  The New York TimesVoices: As someone who fled Venezuela, I am not celebrating war. I am celebrating the possibility of freedom.  The Salt Lake Tribune"
2026-01-16,TOP_NEWS,WEF: Donald Trump set to dominate Davos 2026 - dw.com,WEF: Donald Trump set to dominate Davos 2026  dw.comTrump Meets Davos: Behind TIME’s 2026 World Economic Forum Issue  Time MagazineSwiss President ready to negotiate with Trump at WEF  SWI swissinfo.chTrump set to lead largest-ever US delegation to World Economic Forum in Davos next week  AP NewsTrump Bringing His Populist Pitch to the Davos Elite  Bloomberg.com
2026-01-16,TOP_NEWS,"Powell, an Unlikely Foil, Takes On Trump - The New York Times","Powell, an Unlikely Foil, Takes On Trump  The New York TimesMixed signals and suspicions fueled clash between Fed and prosecutors  The Washington PostA private memo from central banks to governments  The EconomistCriminal investigation raises key question: Whether Chair Powell leaves Fed in May  AP NewsJerome Powell’s Thankless Rescue of Trump  The Atlantic"
2026-01-16,TOP_NEWS,Supreme Court will hear appeal by maker of popular Roundup weedkiller to block thousands of lawsuits - AP News,Supreme Court will hear appeal by maker of popular Roundup weedkiller to block thousands of lawsuits  AP NewsBayer Gets High Court Hearing in Challenge to Roundup Suits  Bloomberg.comSupreme Court to Decide if the Pesticide Roundup Is Shielded From Lawsuits  The New York TimesSupreme Court agrees to hear longstanding fight over Roundup cancer claims  CNNBayer welcomes the U.S. Supreme Court decision to review the Durnell case in the Roundup™ litigation  Bayer
2026-01-16,TOP_NEWS,Biggest offshore wind project in U.S. to resume construction after judge lifts Trump suspension - CNBC,"Biggest offshore wind project in U.S. to resume construction after judge lifts Trump suspension  CNBCVirginia Coastal Offshore Wind Project Can Continue, Judge Rules  The New York TimesWhy the East Coast wants more of Trump’s least-favorite energy source  CNNNY offshore wind company can restart construction off Long Branch  Asbury Park PressJudge hands offshore wind industry another victory against Trump in clearing way for NY project  ABC News"
2026-01-16,TOP_NEWS,Rackspace customers grapple with “devastating” email hosting price hike - Ars Technica,Rackspace customers grapple with “devastating” email hosting price hike  Ars Technica
2026-01-16,TOP_NEWS,"ASAP Rocky Grew Up, Settled Down (with Rihanna) and Returned to Rap - The New York Times","ASAP Rocky Grew Up, Settled Down (with Rihanna) and Returned to Rap  The New York TimesWas A$AP Rocky's comeback album worth the eight-year wait?  BBCThe 7 Best Songs From A$AP Rocky’s ‘Don’t Be Dumb’ Album  Rolling StoneA$AP Rocky: Don’t Be Dumb review – a charismatic, playful return, but it’s no slam dunk  The GuardianInside A$AP Rocky’s ‘Don’t Be Dumb’ Album Release Party  Yahoo"
2026-01-16,TOP_NEWS,"7 New Albums You Should Listen to Now: Julianna Barwick and Mary Lattimore, A$AP Rocky, and More - Pitchfork","7 New Albums You Should Listen to Now: Julianna Barwick and Mary Lattimore, A$AP Rocky, and More  PitchforkENHYPEN, A$AP Rocky, Madison Beer & More: What’s Your Favorite New Music of the Week? Vote!  YahooFriday Music Guide: New Music From A$AP Rocky, Madison Beer, ENHYPEN and More  BillboardA$AP Rocky, Hilary Duff, Charli XCX and All the Songs You Need to Know This Week  Rolling StoneDon’t Miss New Albums From A$AP Rocky, Langhorne Slim, Madison Beer & More  JamBase"
2026-01-16,TOP_NEWS,John Mellencamp says daughter Teddi is 'really sick' amid brain cancer diagnosis - NBC News,"John Mellencamp says daughter Teddi is 'really sick' amid brain cancer diagnosis  NBC NewsJohn Mellencamp wants daughter Teddi to move 'back home' to Indiana during cancer fight  Fox NewsEXCLUSIVE: John Mellencamp Says He Wants Daughter Teddi to Move Home Amid Stage 4 Cancer Treatment  TODAY.comTeddi Mellencamp is 'really sick' amid brain cancer, father says  USA TodayTeddi Mellencamp's Melanoma: Everything the Reality Star Has Said About Her Cancer Diagnosis  People.com"
2026-01-16,TOP_NEWS,Timothy Busfield sexual misconduct allegations mount as wife Melissa Gilbert expresses support - The Guardian,Timothy Busfield sexual misconduct allegations mount as wife Melissa Gilbert expresses support  The GuardianThe years-long list of sex abuse allegations against Timothy Busfield  The Washington PostLaw & Order: SVU Season 27’s Next Episode Gets Canceled  YahooMelissa Gilbert losing friends over standing by Timothy Busfield: Insider  NewsNationActor Timothy Busfield turns himself in amid child sex abuse allegations  NBC News
2026-01-16,TOP_NEWS,"Rangers to retool roster, may trade popular players, Drury writes - NHL.com","Rangers to retool roster, may trade popular players, Drury writes  NHL.comRangers GM sends letter to fans signaling retool  ESPNDissecting Chris Drury's Letter To Fans And What Is To Come Next For The Rangers  Yahoo SportsRangers insider: What I’m hearing on retool vs. rebuild, Artemi Panarin’s NMC and more  The New York TimesEight years after the Letter, Rangers are doing it all again  New York Post"
2026-01-16,TOP_NEWS,Cardiff University team helps find mysterious iron bar in space - BBC,Cardiff University team helps find mysterious iron bar in space  BBCAstronomers Spot Mysterious Bar-Shaped Cloud of Iron Inside an Iconic Nebula  Scientific AmericanA Colossal Iron Mystery Has Been Discovered in the Ring Nebula  SciTechDailyIron ‘bar’ found in deep space hints at what might happen to Earth  The TimesMysterious iron ‘bar’ discovered in famous nebula  EurekAlert!
2026-01-16,TOP_NEWS,"After a month of no answer, NASA will try hailing its silent MAVEN Mars orbiter today - Space","After a month of no answer, NASA will try hailing its silent MAVEN Mars orbiter today  SpaceNASA to Resume Search for Missing Mars Orbiter, But Prospects of Re-establishing Communication With It Seem Slim  Smithsonian MagazineNASA attempts to restore contact with AWOL orbiter launched in Florida  YahooNASA Fears Mars Imager Probe MAVEN May Be Lost  PetaPixelNASA pessimistic about odds of recovering MAVEN  SpaceNews"
2026-01-16,TOP_NEWS,Science shows very different psychiatric disorders might have the same cause - The Washington Post,"Science shows very different psychiatric disorders might have the same cause  The Washington PostOne genetic map could rewrite how we understand mental health  Texas A&M StoriesPsychiatric disorders share more genetic overlap than scientists realized, study shows  PhillyVoiceGenetic Overlap Challenges Boundaries in Psychiatric Disorders  European Medical JournalNew Research Has Potential to Change Psychiatric Treatment  Newser"
