date,source,title,description
2025-11-24,TOP_NEWS,"James Comey, Letitia James prosecutions dismissed - Axios","James Comey, Letitia James prosecutions dismissed  AxiosJudge Tosses Criminal Charges Against James Comey and Letitia James  The New York TimesLindsey Halligan is out — but there are major questions about what comes next  PoliticoBondi defends U.S. attorney at center of Comey, James case dismissals, vows to appeal  AxiosFederal judge dismisses indictments against Letitia James and James Comey, saying Lindsey Halligan appointment was unlawful  CNN"
2025-11-24,TOP_NEWS,Trump touts 'extremely strong' China relations after call with Xi - Reuters,"Trump touts 'extremely strong' China relations after call with Xi  ReutersXi Presses Trump on Taiwan as They Agree to Meet in China in April  The New York TimesTrump tariffs live updates: Trump, Xi hold first call since US-China truce; signs of US-EU friction emerge  Yahoo FinanceTrump spoke with Chinese President Xi  CNBCTrump and China's leader Xi Jinping hold a call and discuss trade, Taiwan and Ukraine  NPR"
2025-11-24,TOP_NEWS,How X's new location feature exposed big US politics accounts - BBC,"How X's new location feature exposed big US politics accounts  BBCX Displays Users’ Locations, Fueling Scrutiny Over Political Accounts  The New York TimesTop MAGA Influencers Accidentally Unmasked as Foreign Trolls  The Daily BeastOf course X is filled with fake overseas accounts. It's built for that.  Business InsiderX erupts after the platform reveals the locations where accounts are based  Yahoo"
2025-11-24,TOP_NEWS,Pentagon launches 'thorough review' into Democratic Sen. Mark Kelly over video to troops - ABC News,Pentagon launches 'thorough review' into Democratic Sen. Mark Kelly over video to troops  ABC NewsPentagon says it might recall Sen. Mark Kelly to military service for court martial over ‘illegal orders’ video  CNNDefense Department says it's opening an investigation into Sen. Mark Kelly  NBC NewsPentagon launches review of ‘serious allegations of misconduct’ against Mark Kelly  The HillSen. Mark Kelly facing military investigation after clashing with Trump  Axios
2025-11-24,TOP_NEWS,Marjorie Taylor Greene is staying out of the election to replace her - Politico,"Marjorie Taylor Greene is staying out of the election to replace her  PoliticoMarjorie Taylor Greene’s exit shows Trump still rules the GOP, but it’s a warning he shouldn’t ignore  CNNWhat happens next for Marjorie Taylor Greene after exit from Congress?  BBCWhat MTG got right  Punchbowl NewsMarjorie Taylor Greene’s exit from Congress could spell trouble for Speaker Johnson  The Hill"
2025-11-24,TOP_NEWS,Designation of Certain Muslim Brotherhood Chapters as Foreign Terrorist Organizations and Specially Designated Global Terrorists - The White House (.gov),"Designation of Certain Muslim Brotherhood Chapters as Foreign Terrorist Organizations and Specially Designated Global Terrorists  The White House (.gov)Trump begins process of designating Muslim Brotherhood chapters as terrorist groups  The GuardianTrump orders blacklisting Muslim Brotherhood branches as ‘terrorist’ groups  Al JazeeraTrump signals plan to designate Muslim Brotherhood a terrorist organization  Fox NewsNetanyahu Vows to Outlaw Muslim Brotherhood, Targeting United Arab List  Haaretz"
2025-11-24,TOP_NEWS,'Just Google' me: Slender Man stabber is recaptured after fleeing her group home - NPR,"'Just Google' me: Slender Man stabber is recaptured after fleeing her group home  NPR‘Slender Man’ attacker back in custody. What we know about Morgan Geyser's disappearance and what happens next.  Yahoo‘Slender Man’ attacker captured after cutting off GPS bracelet to escape  The Washington PostSlender Man convict located, taken into custody in Illinois  WMTV 15 NEWSNeighbors 'shocked' Slender Man stabbing defendant lived in group home  Milwaukee Journal Sentinel"
2025-11-24,TOP_NEWS,Former Senator Doug Jones Enters Alabama Governor’s Race - The New York Times,"Former Senator Doug Jones Enters Alabama Governor’s Race  The New York TimesFormer Sen. Doug Jones jumps into Alabama governor’s race  PoliticoFormer Sen. Doug Jones launches Democratic bid for Alabama governor  NBC NewsDoug Jones, former Democratic senator, will run for Alabama governor  CNNDemocrat Candidate Halves Republican Lead in Alabama—Poll  Newsweek"
2025-11-24,TOP_NEWS,Australian far-right Senator Pauline Hanson slammed for wearing burqa to parliament to demand ban - CBS News,"Australian far-right Senator Pauline Hanson slammed for wearing burqa to parliament to demand ban  CBS NewsAustralia senator condemned for burka stunt in parliament  BBCAustralian Senate erupts in anger after far-right lawmaker arrives wearing burqa  NBC NewsAustralian senator wears burqa after move to block her face-covering ban bill  Fox NewsAustralian far-right senator wears burqa to parliament, sparking outrage  Reuters"
2025-11-24,TOP_NEWS,Budget 2025: What can nervous businesses expect from the Budget? - BBC,"Budget 2025: What can nervous businesses expect from the Budget?  BBCMarkets are on tenterhooks over the UK's budget plans, here's what's at stake  CNBCBudget 2025: Three things Rachel Reeves's speech boils down to - and two tricks the chancellor will fall back on  Sky NewsGuardian’s budget game has easy answers for Reeves | Brief letters  The GuardianCEOs Threaten to Cut UK Investments If Budget Costs Them More  Bloomberg.com"
