date,source,title,description
2026-07-05,TOP_NEWS,Voters are Sounding More and More Like Trump on Birthright Citizenship - The Bulwark,"Voters are Sounding More and More Like Trump on Birthright Citizenship  The BulwarkCongress should restrict birthright citizenship, House speaker says  USA TodayThese Justices Are Not Impartial  The AtlanticOpinion | Roberts Gets the 14th Amendment Wrong  WSJA Narrowing Vision of America  Washington Monthly"
2026-07-05,TOP_NEWS,PHOTOS: Fourth of July fireworks from the Mall and around the DC region - WTOP,"PHOTOS: Fourth of July fireworks from the Mall and around the DC region  WTOPOn a chaotic July Fourth, they spent up to $30K to watch the fireworks in style  The Washington PostFireworks begin moments before midnight — 4th of July updates  FOX 5 DCAmerica 250 kicks off in nation's capital as Americans brave weather to celebrate Independence Day  Fox NewsSalute to America Celebration & Fireworks  freedom250.org"
2026-07-05,TOP_NEWS,"Over 400 people arrested during chaos at Newport Beach July 4th celebrations, police say - ABC7 Los Angeles","Over 400 people arrested during chaos at Newport Beach July 4th celebrations, police say  ABC7 Los Angeles400 arrested, fireworks hurled at crowds, police in chaotic July 4th in Newport Beach  Orange County RegisterJuly Fourth Chaos Ensues as People Clash With California Police  YahooFourth of July unrest leads to beach closures, looting, arrests in Newport Beach  Los Angeles TimesPolice on horseback charge crowd as at least 100 are arrested at chaotic Newport Beach July 4 party: report  The Independent"
2026-07-05,TOP_NEWS,Waymo vehicle catches fire during chaotic San Francisco Fourth of July - San Francisco Chronicle,"Waymo vehicle catches fire during chaotic San Francisco Fourth of July  San Francisco ChronicleVIDEO: Waymo seemingly drives through exploding fireworks, others spark delays  KRON4Waymo cars stranded on San Francisco streets as Fourth of July gridlock drains batteries  NBC NewsWaymo vehicle catches fire in San Francisco  NBC Bay AreaWaymo says some of its robotaxis ran out of power during San Francisco's July 4 gridlock and had to be towed  Business Insider"
2026-07-05,TOP_NEWS,"America Marks Its 250th Birthday With Storms, Sweat and Fire - The New York Times","America Marks Its 250th Birthday With Storms, Sweat and Fire  The New York TimesAmerica 250 celebrated in New York City and beyond  ABC7 New YorkRecord heat suspected in over 20 deaths as severe weather puts damper on Fourth of July festivities  NBC NewsDespite stormy weather, America marks 250 years of independence, in photos  AP News4th of July events canceled in Philadelphia area: Full list  FOX 29 Philadelphia"
2026-07-05,TOP_NEWS,"Deadly Fourth of July: At least 6 killed in shootings, explosions that wound dozens across the country - NBC News","Deadly Fourth of July: At least 6 killed in shootings, explosions that wound dozens across the country  NBC NewsAt least eight shot, including four children, in New York’s Coney Island  The GuardianConey Island shooting leaves 5 people injured, including 1 in critical condition  ABC7 New YorkConey Island shooting: Gunman opens fire at July 4 barbecue in Brooklyn, wounding 8, including 4 children  CNNMasked suspect sought in shooting that left 8 people, including 4 children, wounded in Brooklyn's Coney's Island: NYPD  ABC News - Breaking News, Latest News and Videos"
2026-07-05,TOP_NEWS,At least 25 people die in US as record heatwave scorches swaths of country - The Guardian,"At least 25 people die in US as record heatwave scorches swaths of country  The Guardian25 suspected heat deaths in New Jersey from record-breaking July 4 weekend temps  YahooHeat wave's deadly impact grows  Axios25 dead in ongoing heat wave as storms bring flood, wind threats to East Coast  NBC NewsUnbearable heat suspected in 19 New Jersey deaths as high temperatures give way to thunderstorms  AP News"
2026-07-05,TOP_NEWS,"Paul Pelosi in hit-and-run in California, car left with major damage, authorities say - NPR","Paul Pelosi in hit-and-run in California, car left with major damage, authorities say  NPRHusband of former House Speaker Nancy Pelosi suspected in Napa County hit-and-run  CBS NewsNancy Pelosi’s Husband Could Face Charge Over Napa County Car Crash  The New York TimesPaul Pelosi: Husband of Speaker Emerita Nancy Pelosi facing hit-and-run charge after crash in Napa County, California  ABC7 Bay AreaPaul Pelosi involved in hit-and-run in California and could face charges, authorities say  CNN"
2026-07-05,TOP_NEWS,Khamenei's other sons appear at his funeral in Iran as new supreme leader remains in hiding - AP News,"Khamenei's other sons appear at his funeral in Iran as new supreme leader remains in hiding  AP NewsExhausted by Iran War, Tehran Transforms for Khamenei’s Funeral  The New York TimesIran begins a procession through Tehran for Supreme Leader Ayatollah Ali Khamenei's funeral  AP NewsThree sons of Iran's slain leader Khamenei appear at funeral, not his successor  CNBCIran war live: Tehran prepares for Ali Khamenei’s funeral procession  Al Jazeera"
2026-07-05,TOP_NEWS,"Ukrainian capital Kyiv under missile attack, officials say - Reuters","Ukrainian capital Kyiv under missile attack, officials say  ReutersDeadly Russian strikes hammer Kyiv on eve of Trump trip to critical NATO summit  CNNRussia launches deadly missile and drone attacks on Kyiv  The GuardianDeadly Russian Strikes Hit Kyiv on Eve of NATO Summit  The New York TimesRussian missile and drone attack on Ukraine’s capital kills at least 3  AP News"
