date,source,title,description
2026-04-17,TOP_NEWS,Tornadoes touch down in Rochester area - MPR News,"Tornadoes touch down in Rochester area  MPR NewsNumerous tornadoes touch down in SE Minnesota, temporary shelter established  KIMTUS midwestern states at risk of severe thunderstorms, weather agency warns  The GuardianTornado outbreak strikes central US  CNNTornado observed near Rochester; tornado watch in southern MN, WI  FOX 9 Minneapolis-St. Paul"
2026-04-17,TOP_NEWS,Killer FedEx driver Tanner Horner seen cleaning truck after murdering Athena Strand in disturbing security footage - New York Post,"Killer FedEx driver Tanner Horner seen cleaning truck after murdering Athena Strand in disturbing security footage  New York PostState rests; Jurors sob as heartbreaking audio is played of Athena Strand's murder  NBC 5 Dallas-Fort WorthFedEx Driver Returned to Scene on Delivery Route After Killing Athena Strand, Then Said Something Chilling  People.comTanner Horner Trial Day 6: Male DNA detected on Athena; sexual assault victims speak out  FOX 4 News Dallas-Fort WorthChilling audio of Athena Strand's final moments moves jurors to tears  USA Today"
2026-04-17,TOP_NEWS,"Trump shocked Netanyahu with post declaring Lebanon strikes ""prohibited"" - Axios","Trump shocked Netanyahu with post declaring Lebanon strikes ""prohibited""  AxiosWith a ceasefire in Lebanon, Trump has forced Netanyahu’s hand – again  CNNLive Updates: Thousands of Lebanese Try to Head Home After Israel-Lebanon Truce  The New York TimesWhy the Israeli and Lebanese governments accepted a ceasefire – and will Hezbollah abide?  PBSTrump says Israel barred from bombing Lebanon: 'Enough is enough'  Reuters"
2026-04-17,TOP_NEWS,House Republicans blame White House for Hill FISA mess - Politico,House Republicans blame White House for Hill FISA mess  PoliticoOpinion | Section 702 Lets the Government Spy on Americans. Congress Must Fix It.  The New York TimesUS Congress temporarily extends Fisa. What does foreign intelligence law do?  BBCTrump suffers rare defeat with House Republicans on FISA  AxiosSenate extends surveillance powers until April 30 after chaotic votes in House  AP News
2026-04-17,TOP_NEWS,"Italy's Meloni breaks with Trump over war in Iran, pope - DW.com","Italy's Meloni breaks with Trump over war in Iran, pope  DW.comHow the first American pope is reclaiming Christian values from the Trump administration  CNNHow the dispute between Trump and Pope Leo escalated  CBS NewsPope James David Vance the First  The AtlanticPope Leo takes aim at 'handful of tyrants' spending billions on war amid tensions with Trump  NPR"
2026-04-17,TOP_NEWS,Scholar Rumeysa Ozturk returns to Turkiye following Trump deportation push - Al Jazeera,"Scholar Rumeysa Ozturk returns to Turkiye following Trump deportation push  Al JazeeraRümeysa Öztürk settles with US government and returns to Turkey  WGBHRumeysa Ozturk, Tufts Student Held in Immigration Detention, Returns to Turkey  The New York TimesTufts University student targeted by Trump administration completes PhD  The GuardianFormer Tufts student detained over pro-Palestinian op-ed self-deports as part of Trump admin deal  Politico"
2026-04-17,TOP_NEWS,GOP senators urge Trump to find Iran exit plan as energy prices rise: ‘The clock is ticking’ - Politico,"GOP senators urge Trump to find Iran exit plan as energy prices rise: ‘The clock is ticking’  Politico‘Everything will fall apart’: Republicans confront how to shift midterm strategy amid Iran war  CNNRepublicans’ Anxiety Over Iran War Grows but GOP Lawmakers Vote Against Curbing Trump’s Powers  WSJIn group chats and meetings, Republicans are privately petrified the Iran war could cost them the midterms  NBC NewsYoung Discusses Iran at Semafor World Economy Summit  Senator Young (.gov)"
2026-04-17,TOP_NEWS,UK and France to lead defensive mission in Strait of Hormuz - BBC,"UK and France to lead defensive mission in Strait of Hormuz  BBCOver a dozen countries offer to play role in Hormuz mission, Starmer says  ReutersStarmer and Macron accused of ‘playing at being relevant’ with Strait of Hormuz plan  Fox NewsEuropean Leaders Offer Military Help to Secure Strait of Hormuz  Bloomberg.comGerman Chancellor Merz Seeks US Involvement in a Mission to Secure the Strait of Hormuz  Military.com"
2026-04-17,TOP_NEWS,Israel Strikes Lebanon Less Than an Hour After Trump Says It's 'PROHIBITED' From More Attacks - Common Dreams,"Israel Strikes Lebanon Less Than an Hour After Trump Says It's 'PROHIBITED' From More Attacks  Common DreamsIn final moments before truce, Israeli strike kills Lebanese man's family  ReutersIsrael escalates attacks on medics in Lebanon with deadly ‘quadruple tap’  The GuardianAfter Trump declared Israel 'PROHIBITED' from bombing, IDF drone said to target motorcycle in south Lebanon  The Times of IsraelIsrael’s “Black Wednesday” Massacre Leaves Lebanese Families Giving DNA to ID Loved Ones’ Remains  The Intercept"
2026-04-17,TOP_NEWS,Pope urges Africa’s youth to resist dual temptations of migration and corruption in Cameroon - AP News,"Pope urges Africa’s youth to resist dual temptations of migration and corruption in Cameroon  AP NewsPope’s Mass for more than 100,000 in Cameroon highlights Catholicism’s growth in Africa  CNNPope Leo XIV greeted by crowd of 120,000 in Cameroon as he attacks uneven distribution of wealth  NBC NewsSixteen flights in nine days: See Pope Leo's looping route through Africa  ReutersPope to academic community: Form leaders dedicated to serving the common good  Vatican News"
2026-04-17,TOP_NEWS,Anthropic CEO met White House chief of staff as US seeks access to Mythos model - Financial Times,"Anthropic CEO met White House chief of staff as US seeks access to Mythos model  Financial TimesTrump says he had 'no idea' Anthropic's Amodei met with White House about Mythos  CNBCWhite House and Anthropic Hold ‘Productive’ Meeting, Aiming for a Compromise  The New York TimesCEO of blacklisted Anthropic and White House hold ‘productive’ discussions on AI  CNNScoop: Bessent and Wiles met Anthropic's Amodei in sign of thaw  Axios"
2026-04-17,TOP_NEWS,Home shopping network pioneer QVC files for bankruptcy protection - AP News,"Home shopping network pioneer QVC files for bankruptcy protection  AP NewsTV shopping empire behind QVC, HSN files for bankruptcy amid mounting losses  Fox BusinessQVC’s parent company files for bankruptcy  CNNClarks, Skechers Among Shoe Brands Hit by QVC Bankruptcy  WWDQVC Group to Significantly Strengthen Financial Position as Company Continues Advancing Transformational Live Social Shopping Growth Strategy  QVC Group"
2026-04-17,TOP_NEWS,Ford Mustang GTD Crushes Corvette ZR1X's Nürburgring Record With 6:40 Lap - Motor1.com,"Ford Mustang GTD Crushes Corvette ZR1X's Nürburgring Record With 6:40 Lap  Motor1.comFord Mustang GTD records 6m 40.8s ‘Ring time, becomes second quickest overall*  Top GearNew Ford Mustang GTD Crushes the Corvette ZR1X's 'Ring Time and Makes America Proud  Car and DriverThe Ford Mustang GTD Competition Just Obliterated the Chevy Corvette ZR1X’s Nurburgring Lap Record  The DriveFord Smashed Its Previous Mustang GTD Nürburgring Time by Over 11 Seconds  MotorTrend"
2026-04-17,TOP_NEWS,Google’s AI Mode can now help you find products in stock nearby - TechCrunch,"Google’s AI Mode can now help you find products in stock nearby  TechCrunch7 ways to travel smarter this summer, with help from Google  blog.googleGoogle brings individual hotel price tracking to Search for all your summer travel needs  9to5GoogleLike It or Not, Google Wants to Be Your AI Travel Buddy This Summer  PCMagGoogle Is Working on a Hotel Price Tracker, Because Apparently Flights Weren’t Stressful Enough  Republic World"
2026-04-17,TOP_NEWS,What to know about singer D4vd’s arrest in 14-year-old Celeste Rivas Hernandez’s killing - AP News,What to know about singer D4vd’s arrest in 14-year-old Celeste Rivas Hernandez’s killing  AP NewsD4vd Arrested in Connection With Death of Celeste Rivas Hernandez  The New York TimesNew details emerge about the arrest of singer D4vd in the killing of teenage girl  YahooD4vd Arrested for Murder of Celeste Rivas  VarietyDisturbing look inside $3.5M house where D4vd was hiding before murder arrest  New York Post
