date,source,title,description
2026-01-09,TOP_NEWS,Trump: ‘We are going to do something on Greenland whether they like it or not’ - CNBC,"Trump: ‘We are going to do something on Greenland whether they like it or not’  CNBCTrump threatens Greenland and Iran at meeting with oil bosses on Venezuela – US politics live  The GuardianGreenland should hold talks with the US without Denmark, opposition leader says  ReutersEurope should prepare for Greenland’s annexation and end of NATO: Experts  Al JazeeraDanish prime minister says a US takeover of Greenland would mark the end of NATO  AP News"
2026-01-09,TOP_NEWS,Gov. Newsom’s last state budget: Here’s what we know - CalMatters,"Gov. Newsom’s last state budget: Here’s what we know  CalMattersAI windfall helps California narrow projected $3-billion budget deficit  Los Angeles TimesGovernor Gavin Newsom faces another multibillion-dollar budget shortfall in his last year as California governor  ABC7 Los AngelesGovernor Newsom announces proposed budget that refills the state’s “Rainy Day Fund,” protects previous accomplishments, and makes historic investments in education  California State Portal | CA.govCalifornia’s Newsom Looks to Increase Budget by $11 Billion  Bloomberg.com"
2026-01-09,TOP_NEWS,"PPB Monitors Protest Activity Near ICE Facility; Six Arrests Made - City of Portland, Oregon (.gov)","PPB Monitors Protest Activity Near ICE Facility; Six Arrests Made  City of Portland, Oregon (.gov)Federal agents shoot 2 people in Portland  KPTVPolice urge peaceful protests following federal agent-involved shooting in Portland  KATUFederal Officials Identify Pair Shot by Border Patrol in Portland, Ore.  The New York TimesWashington congresswoman condemns ‘lawless agents’ after immigration officers shoot 2  KING5.com"
2026-01-09,TOP_NEWS,"IRS.gov resources can help answer questions about the One, Big, Beautiful Bill - IRS (.gov)","IRS.gov resources can help answer questions about the One, Big, Beautiful Bill  IRS (.gov)IRS announces when it will begin accepting 2025 tax returns  Detroit Free PressIRS will accept 2025 tax returns starting January 26  CNNWho could see bigger tax refunds in 2026 from Trump's cuts  CNBCIRS sets a date for start of tax filing season. How to get ready.  USA Today"
2026-01-09,TOP_NEWS,Secretary Bessent Announces Initiatives to Combat Rampant Fraud in Minnesota - U.S. Department of the Treasury (.gov),"Secretary Bessent Announces Initiatives to Combat Rampant Fraud in Minnesota  U.S. Department of the Treasury (.gov)U.S. Treasury Secretary pushes for Minnesota fraud crackdown as tensions over ICE efforts flare  cbsnews.comTreasury Department requiring reports for foreign transactions above $3,000 in Hennepin, Ramsey counties  FOX 9 Minneapolis-St. PaulU.S. Treasury’s Bessent slams Minnesota leaders, calls state ‘ground zero’ for fraud  Star TribuneSecretary Bessent lauds Trump's economic strategies, takes aim at Minnesota leadership  MPR News"
2026-01-09,TOP_NEWS,Russia uses its new ballistic missile in a major attack on Ukraine and a warning to West - AP News,"Russia uses its new ballistic missile in a major attack on Ukraine and a warning to West  AP NewsWith Missile Strike on Ukraine, Putin Delivers a Warning to Europe  The New York TimesRussia's use of hypersonic missile brings fresh threat to Europe and NATO  Sky NewsWhat is Russia’s Oreshnik ballistic missile and what can it do?  CNNRussia unleashes nuclear-capable missile in latest Ukraine attack  The Washington Post"
2026-01-09,TOP_NEWS,‘I don’t need international law’: Trump’s Wild West doctrine freezes European brains - politico.eu,"‘I don’t need international law’: Trump’s Wild West doctrine freezes European brains  politico.euWhat Trump's vision of the new world order means for Europe  BBCWhat’s Really Driving Trump’s Moves in Venezuela and Greenland  PoliticoTrump’s ‘American Dominance’ May Leave Us With Nothing  The AtlanticFrom Caracas to Minneapolis, the threat is the same – an American president ruling like a global emperor  The Guardian"
2026-01-09,TOP_NEWS,An Interview With the President - The New York Times,An Interview With the President  The New York TimesThe Many Faces of Trump: What We Saw When We Interviewed the President  The New York TimesTrump Says His “Morality” Is the Only Thing Stopping Him from Exerting Global Power  Esquire‘I don’t need international law’: Trump says power constrained only by ‘my own morality’  The GuardianTrump says he doesn’t need international law amid aggressive US policies  Al Jazeera
2026-01-09,TOP_NEWS,"Chinese, Russian and Iranian warships arrive for drills in South Africa - Al Jazeera","Chinese, Russian and Iranian warships arrive for drills in South Africa  Al JazeeraChina, Russia and Iran join South Africa for naval drills as tensions run high  AP NewsChina, Russia and Iran send ships to South Africa ahead of naval drills  Financial TimesSouth Africa Hosts Brics Naval Exercise, Risks Renewed US Ire  Bloomberg.comRussia Joins Chinese, Iranian Warships for Drills Off S. Africa  The Moscow Times"
2026-01-09,TOP_NEWS,Google Co-Founders Sergey Brin and Larry Page Reduce Ties to California - The New York Times,"Google Co-Founders Sergey Brin and Larry Page Reduce Ties to California  The New York TimesTech titans divided over whether to pay billionaire tax or flee California  The GuardianMayor Matt Mahan of San Jose, Silicon Valley's largest city, criticizes proposed California billionaires' tax  cbsnews.comLarry Page is officially moving business out of California ahead of a proposed billionaire's tax  Business InsiderBlue state's billionaire exodus about to get much worse in 2026, insider warns  Fox News"
