date,source,title,description
2025-10-12,TOP_NEWS,Israelis and Palestinians Await Hostage-Prisoner Swap With Relief and Elation - The New York Times,Israelis and Palestinians Await Hostage-Prisoner Swap With Relief and Elation  The New York TimesLive updates: Israelis await release of hostages ahead of major Gaza summit in Egypt  CNNBanners welcoming back hostages strung up near hospitals as Israel prepares for their return  The Times of IsraelVance says Hamas could release Israeli hostages 'any moment now'  NBC NewsWho are the 20 Gaza hostages believed to be alive and expected to be released?  NPR
2025-10-12,TOP_NEWS,Hamas asserts control in Gaza and targets alleged collaborators as ceasefire takes hold - CNN,"Hamas asserts control in Gaza and targets alleged collaborators as ceasefire takes hold  CNNDozens killed in Gaza as violence erupts between Hamas and armed clans  Fox NewsGaza City clashes between Hamas and clan members leave 27 dead  BBCHamas reappears on Gaza’s streets, and two of three militias that fought it go quiet  The Times of IsraelHamas reasserts control and settles scores in Gaza Strip  Financial Times"
2025-10-12,TOP_NEWS,Ukraine war briefing: Moscow voices ‘extreme concern’ at Trump threat to send Tomohawk missiles to Kyiv - The Guardian,Ukraine war briefing: Moscow voices ‘extreme concern’ at Trump threat to send Tomohawk missiles to Kyiv  The GuardianTrump mulls Tomahawk deliveries to Ukraine if Russia keeps war going  Fox NewsTrump warns Russia he may send Ukraine long-range Tomahawks if Moscow doesn't settle war soon  CNBCTrump says he may tell Putin to settle war or he'll give Ukraine Tomahawks  AxiosTrump may speak with Putin about sending Tomahawks to Ukraine in effort to end war  Politico
2025-10-12,TOP_NEWS,US Futures Jump as Traders Gauge China Trade Spat: Markets Wrap - Bloomberg.com,US Futures Jump as Traders Gauge China Trade Spat: Markets Wrap  Bloomberg.comStock futures rise after Trump hints at backing off from new China tariffs  CNNTrump’s 100% tariff threat sparks defiance from Beijing  PoliticoStock market today: Dow futures jump nearly 400 points after Trump says 'Don't worry about China'  FortuneMarket sell-off: Trump post lops off $2 trillion from stocks in a single day  CNBC
2025-10-12,TOP_NEWS,Vance says administration will keep fighting to send National Guard to Chicago - NPR,"Vance says administration will keep fighting to send National Guard to Chicago  NPRNational Guard troops in Illinois can remain federalized but can’t be deployed, appeals court rules  CNNCircuit Court walks back judge’s block on Trump’s National Guard call-up in Chicago  PoliticoHow do you feel about the arrival of National Guard troops in the Chicago area? Here's what you told us.  Chicago Sun-TimesAppeals court rejects Trump request to deploy National Guard in Chicago area  Reuters"
2025-10-12,TOP_NEWS,Live updates: A major storm is bringing dangerous flooding and hurricane-force winds to Western Alaska - Alaska Public Media,"Live updates: A major storm is bringing dangerous flooding and hurricane-force winds to Western Alaska  Alaska Public MediaRescues under way as storm slams Alaska with hurricane-force winds, heavy rains  AxiosOver 20 unaccounted for in Alaska from typhoon remnants, while powerful Nor'easter pounds East Coast  NBC NewsLIVE BLOG: Troopers trying to confirm reports of at least two dozen people missing in storm area  Alaska's News SourceAlaska hit by severe flooding that carries away homes  CBS News"
2025-10-12,TOP_NEWS,Helena Moreno Is Elected Mayor of New Orleans - The New York Times,"Helena Moreno Is Elected Mayor of New Orleans  The New York TimesHelena Moreno wins New Orleans mayoral race, avoiding runoff  WWLTV.comWill Sutton: Here's what happened with the New Orleans election, how and why  NOLA.comHelena Moreno elected next mayor of New Orleans  Louisiana IlluminatorNew Leadership in New Orleans: Moreno, Woodfork win in municipal elections  fox8live.com"
2025-10-12,TOP_NEWS,"How Trump’s Chicago Immigration Crackdown Escalated, in 10 Videos - The New York Times","How Trump’s Chicago Immigration Crackdown Escalated, in 10 Videos  The New York Times‘It’s Never Been This Bad’  The AtlanticThe Emergency Is the Atmosphere  Organizing My ThoughtsBlack People Knew This Would Happen  The Intercept'It was like a movie' - How immigration raid on Chicago apartments unfolded  BBC"
2025-10-12,TOP_NEWS,"Mass shooting at South Carolina bar leaves 4 people dead, more than 20 injured - PBS","Mass shooting at South Carolina bar leaves 4 people dead, more than 20 injured  PBSShooting at crowded South Carolina bar leaves four dead  BBCFour killed, 20 injured in deadly St. Helena shooting, sheriff says  Live 5 News'Bodies on the ground': Beaufort County bar owner describes scene following deadly mass shooting  WJCL“This is horrible”: Owner of Willie’s Bar & Grill speaks on shooting  WSAV-TV"
2025-10-12,TOP_NEWS,Palestinian President Abbas to attend Egypt summit on ending war in Gaza - BBC,"Palestinian President Abbas to attend Egypt summit on ending war in Gaza  BBCStarmer arrives in Egypt ahead of summit on Gaza peace plan  BBCTranscript: Badr Abdelatty on ""Face the Nation with Margaret Brennan,"" Oct. 12, 2025  CBS NewsTrump, Sissi to chair Gaza summit in Egypt; Abbas to attend; Israel, Hamas not invited  The Times of IsraelEgypt confirms international leaders’ summit on Monday to discuss Gaza ceasefire - as it happened  The Guardian"
2025-10-12,TOP_NEWS,Afghanistan and Pakistan claim to kill dozens of soldiers in border clash - The Washington Post,"Afghanistan and Pakistan claim to kill dozens of soldiers in border clash  The Washington PostAfghan Taliban says Pakistani troops killed in 'retaliatory' border attacks  BBCAfghanistan says it has killed 58 Pakistani soldiers in overnight border operations  ABC News - Breaking News, Latest News and VideosThe Taliban government blames Pakistan for a strike on Kabul  AP NewsPakistan closes border with Afghanistan following exchanges of fire  Reuters"
2025-10-12,TOP_NEWS,Lecornu names new French government after reappointment - politico.eu,Lecornu names new French government after reappointment  politico.euFrance’s Macron unveils new government ahead of budget deadline  Al JazeeraMacron’s France now has a new Cabinet. It will face an uphill battle to end the political crisis  AP NewsCriticism Greets Macron’s Repeat Pick of Lecornu for Prime Minister: ‘Bad Joke’  The New York TimesFrench presidency unveils new cabinet as budget pressure intensifies  Reuters
2025-10-12,TOP_NEWS,Ceasefire holds in Gaza ahead of hostage release and Trump's visit to Israel - KSL.com,Ceasefire holds in Gaza ahead of hostage release and Trump's visit to Israel  KSL.comView Full Coverage on Google News
2025-10-12,TOP_NEWS,US trade envoy Jamieson Greer calls China’s new rare earths curb a ‘power grab’ - South China Morning Post,"US trade envoy Jamieson Greer calls China’s new rare earths curb a ‘power grab’  South China Morning PostCars to Fighter Jets: China’s New Export Curbs May Level a Heavy Blow Worldwide  The New York TimesChina 'not afraid of trade war,' accuses U.S. of 'double standard' for rare earths retaliation  CNBCWhat are rare earth minerals, and why are they central to Trump’s threats against China?  CNNTrump wanted a trade deal. Xi opened a new front instead.  Politico"
2025-10-12,TOP_NEWS,Warner Bros. Discovery Rejected Paramount Skydance Acquisition Offer of $20 per Share as Too Low (Report) - Variety,Warner Bros. Discovery Rejected Paramount Skydance Acquisition Offer of $20 per Share as Too Low (Report)  VarietyWarner Bros. Is Said to Rebuff Paramount Takeover Approach  Bloomberg.comParamount Circling Warner Bros. Discovery After Rebuffed Approach  The Wall Street JournalThe Big Deal: David Zaslav’s Warner Bros. Chickens Are Coming Home To Roost – And David Ellison’s Paramount Knows It  DeadlineWarner Bros. Discovery sale talks heat up after initial Paramount bid rejected  Los Angeles Times
2025-10-12,TOP_NEWS,Behind the Collapse of an Auto-Parts Giant: $2 Billion Hole and Mysterious CEO - The Wall Street Journal,"Behind the Collapse of an Auto-Parts Giant: $2 Billion Hole and Mysterious CEO  The Wall Street JournalBillions of Dollars ‘Vanished’: Low-Profile Bankruptcy Rings Alarms on Wall Street  The New York TimesFirst Brands' creditor says $2.3 billion 'simply vanished', seeks probe  ReutersAuto Stocks in a Spin as First Brands, Tricolor Worry Investors  Bloomberg.comFirst Brands: why a maker of spark plugs and wiper blades has Wall Street worried  The Guardian"
2025-10-12,TOP_NEWS,Wall Street investment banking revenues poised to top $9bn - Financial Times,"Wall Street investment banking revenues poised to top $9bn  Financial TimesWall Street's biggest banks are riding high as earnings season begins  Yahoo FinanceStocks face earnings test with S&P 500 on pace for worst performance in a shutdown since 1990  MarketWatchEarnings playbook: Big banks including Goldman Sachs and JPMorgan Chase kick off the season  CNBCIf Trouble Is Brewing for Banks, Here's Where to Spot It - WSJ's Take On the Week - WSJ Podcasts  The Wall Street Journal"
2025-10-12,TOP_NEWS,Apple has already begun work on an H3 chip and next-generation AirPods: report - 9to5Mac,"Apple has already begun work on an H3 chip and next-generation AirPods: report  9to5MacApple Reportedly Working on New AirPods Pro, AirPods 5, and H3 Chip  MacRumorsAirPods Pro 4, AirPods 5 rumored to get Apple Intelligence-enhanced cameras in 2026  AppleInsiderInsider details what we can expect in future Apple Airpods  PhoneArenaApple’s upcoming AirPods could turn out to be an entirely different beast  Digital Trends"
2025-10-12,TOP_NEWS,"Apple M5: Analyst shares launch details for new MacBook Pro 14, iPad Pro and Vision Pro releases - Notebookcheck","Apple M5: Analyst shares launch details for new MacBook Pro 14, iPad Pro and Vision Pro releases  NotebookcheckmacOS Tahoe itself has leaked 2025 and 2026 Mac release timelines  AppleInsiderThe first products with Apple's M5 chip could make their debut this week  EngadgetApple's Mac roadmap for the next12 months just leaked – which one will you buy?  TechRadariPad Pro Or MacBook Pro Release Date: Will Apple Hold An October Event?  Forbes"
2025-10-12,TOP_NEWS,"Goldie Hawn, Robert De Niro, more stars pay tribute to Diane Keaton after her death - ABC News - Breaking News, Latest News and Videos","Goldie Hawn, Robert De Niro, more stars pay tribute to Diane Keaton after her death  ABC News - Breaking News, Latest News and VideosDiane Keaton's final moments revealed in heart-wrenching 911 dispatch audio  Fox NewsDiane Keaton Put Her 'Dream Home' Up for Sale as Health 'Declined Very Suddenly' in Recent Months (Exclusive)  People.comDiane Keaton, Oscar-winning actress, has died at 79  CNNWoody Allen Remembers Diane Keaton  The Free Press"
