date,source,title,description
2026-01-18,TOP_NEWS,Melting ice may raise Greenland’s value. Trump’s fight may be just the start. - The Washington Post,"Melting ice may raise Greenland’s value. Trump’s fight may be just the start.  The Washington PostWhy Trump zeroed in on Greenland and why it matters in 3 maps  Fox NewsGlobal AI race makes Greenland's critical minerals a tempting target  NBC NewsWhy Greenland Matters to U.S. Defense, in 7 Maps  The Wall Street JournalAs Trump Talked About Taking Greenland, Former Employees Gained a Foothold in the Arctic Island  Organized Crime and Corruption Reporting Project | OCCRP"
2026-01-18,TOP_NEWS,"Noem Denies Use of Chemical Agents in Minnesota Protests, Then Backtracks - The New York Times","Noem Denies Use of Chemical Agents in Minnesota Protests, Then Backtracks  The New York TimesUS judge restricts ICE response to Minneapolis protesters  BBCCourt blocks ICE agents from detaining peaceful protesters in Minneapolis  MS NOWJudge orders federal agents to stop pepper spraying, retaliating against peaceful Minnesota protesters  NBC NewsNoem defends Minnesota ICE operations, says judge's order ""didn't change anything""  CBS News"
2026-01-18,TOP_NEWS,Venezuela: Maduro's enforcer Cabello still central to power - NPR,"Venezuela: Maduro's enforcer Cabello still central to power  NPROpinion | Why Venezuela’s Diosdado Cabello Has to Go  The Wall Street JournalExclusive: US talks with hardline Venezuelan minister Cabello began months before raid  ReutersMaduro’s Enforcer Faces an Uneasy Transition, and a Bounty on His Head  The New York Times‘The real ringleader’: the Venezuelan security chief with a $25m bounty on his head  The Guardian"
2026-01-18,TOP_NEWS,Counterprotesters chase off far-right activists at pro-ICE rally in Minneapolis - The Guardian,Counterprotesters chase off far-right activists at pro-ICE rally in Minneapolis  The GuardianJake Lang saved by woman who drove him away from counterprotesters in Minneapolis  FOX 9 Minneapolis-St. PaulCounter protests turn tense in downtown Minneapolis  5 EYEWITNESS NEWSConservative Influencer Chased From Minneapolis Streets by Counterprotesters  The New York TimesPardoned Jan. 6 rioter driven from Minneapolis rally by large counterprotest  The Washington Post
2026-01-18,TOP_NEWS,Louisiana’s Letlow prepares Senate bid after Trump endorsement - Politico,"Louisiana’s Letlow prepares Senate bid after Trump endorsement  PoliticoTrump Backs a Potential Primary Challenger to Bill Cassidy, a G.O.P. Senator  The New York TimesTrump exacts revenge on Bill Cassidy by backing possible Republican challenger  The GuardianTrump urges lawmaker to challenge Sen. Bill Cassidy in GOP primary  The Washington PostTrump urges Louisiana Rep. Julia Letlow to run for U.S. Senate: ‘Run, Julia, Run!’  NOLA.com"
2026-01-18,TOP_NEWS,"In Iran, Streets Full of Soldiers and Warnings From Loudspeakers - The Wall Street Journal","In Iran, Streets Full of Soldiers and Warnings From Loudspeakers  The Wall Street JournalBloody crackdown appears to have quelled Iran protests for now  ABC News‘Blood on the streets’: Iranian who fled Karaj tells of brutal crackdown on protesters  CNNAt least 5,000 dead in Iran unrest, official says, as judiciary hints at executions  CNBCU.S.-based activist agency says it has verified 3,919 deaths from Iran protests  PBS"
2026-01-18,TOP_NEWS,"Minneapolis Mayor Jacob Frey says federal agents are an ""occupying force"" - CBS News","Minneapolis Mayor Jacob Frey says federal agents are an ""occupying force""  CBS News‘Not backing down’: How the Minneapolis mayor’s response to ICE could become a Democratic blueprint  CNNMinneapolis mayor who told ICE to 'get the f--- out' now calls for peace after another shooting incident  Fox NewsThe Minneapolis Mayor Who Cursed Out ICE Is No Stranger to Crisis  The New York TimesTo Threat of Troop Deployment, Minneapolis Mayor Vows City 'Will Not Be Intimidated'  Common Dreams"
2026-01-18,TOP_NEWS,White House press secretary tells CBS ‘we’ll sue your ass off’ if it edits Trump interview - The Guardian,White House press secretary tells CBS ‘we’ll sue your ass off’ if it edits Trump interview  The Guardian‘We’ll Sue’: White House’s Warning to CBS Is Sign of a New Media Status Quo  The New York TimesRead the full transcript of Tony Dokoupil's interview with President Trump here  CBS NewsLeavitt told CBS News that Trump would sue if his interview was cut short on air: Reports  The HillWhite House told CBS to run Trump interview unedited or get sued  The Washington Post
2026-01-18,TOP_NEWS,"Center left wins Portugal presidential election first round, setting up showdown with far right - politico.eu","Center left wins Portugal presidential election first round, setting up showdown with far right  politico.euSocialist leads Portugal presidential election exit poll, far-right second  Al JazeeraSocialist, far-right candidate head for Portugal's presidential runoff  ReutersHard-right populist wins a place in a two-way runoff in Portugal’s presidential election  AP NewsPortugal's presidential election may deliver another gain for populists in Europe  ABC News"
2026-01-18,TOP_NEWS,Global Leaders Gather in Switzerland to Ponder the Future of a Messy World - The New York Times,Global Leaders Gather in Switzerland to Ponder the Future of a Messy World  The New York TimesDavos: Trump looms large over biggest-ever World Economic Forum  BBCGlobal week ahead: Hopes that cooler heads can prevail in Davos  CNBC‘Survival of the Richest’: Trump’s Chaos Sets Off Rush to Davos  Bloomberg.comDavos 2026: the last-chance saloon to save the old world order?  The Guardian
2026-01-18,TOP_NEWS,"Trump's voice in a new Fannie Mae ad is generated by artificial intelligence, with his permission - AP News","Trump's voice in a new Fannie Mae ad is generated by artificial intelligence, with his permission  AP NewsView Full Coverage on Google News"
2026-01-18,TOP_NEWS,Why Coinbase derailed the crypto industry’s political future - The Verge,"Why Coinbase derailed the crypto industry’s political future  The VergeSenators vow to revive crypto bill  PoliticoCoinbase, the Biggest U.S. Crypto Company, Asserts Its Power in Washington  The New York TimesScott Statement on Market Structure Markup  Senate Committee on Banking, Housing, and Urban Affairs (.gov)Bitcoin, XRP Prices Fall After Crypto Bill Delay. Here’s What Happens Next.  Barron's"
2026-01-18,TOP_NEWS,Google just announced a huge change to Gmail. Here’s what you need to know - PennLive.com,"Google just announced a huge change to Gmail. Here’s what you need to know  PennLive.comA.I. Has Arrived in Gmail. Here’s What to Know.  The New York TimesGemini introduces Personal Intelligence  blog.googleGmail is changing in a major way. Here’s what users must decide  Cleveland.comGoogle launches Personal Intelligence feature in Gemini app, challenging Apple Intelligence  CNBC"
2026-01-18,TOP_NEWS,Oregon man buys four 'refurbished' video game consoles from Temu and opens them up to see if they're legit - supercarblondie.com,Oregon man buys four 'refurbished' video game consoles from Temu and opens them up to see if they're legit  supercarblondie.com
2026-01-18,TOP_NEWS,Ketsu Battler adds Narmaya from Granblue Fantasy Versus: Rising - Gematsu,Ketsu Battler adds Narmaya from Granblue Fantasy Versus: Rising  GematsuView Full Coverage on Google News
2026-01-18,TOP_NEWS,Green Day to open Super Bowl with MVP anniversary ceremony - ESPN,"Green Day to open Super Bowl with MVP anniversary ceremony  ESPNGreen Day to open 60th Super Bowl with anniversary ceremony celebrating generations of MVPs  ABC NewsPunk legends to play Super Bowl 60, returning to their old stomping grounds  NJ.comGreen Day, Counting Crows Team Up for Super Bowl Weekend Gig  Rolling StoneGreen Day to Kick Off Super Bowl LX Opening Ceremony  Variety"
2026-01-18,TOP_NEWS,"4 Zodiac Signs Attract Major Abundance & Luck On Monday, January 19 - YourTango","4 Zodiac Signs Attract Major Abundance & Luck On Monday, January 19  YourTangoHoroscope for Sunday, January 18, 2026  Chicago Sun-TimesToday’s daily horoscopes: Jan. 18, 2026  AL.comHoroscope for January 18: Scorpio Needs to Cool It, Cancer Should Dream Big  TODAY.comYour Daily FinanceScope for January 18, 2026  Yahoo"
2026-01-18,TOP_NEWS,Desmond Scott Unpacks New Kitchen Amid Ugly Divorce From Kristy Scott - TMZ,"Desmond Scott Unpacks New Kitchen Amid Ugly Divorce From Kristy Scott  TMZInfluencer Desmond Scott Posts First Video Since Revealing He Split from Wife Kristy  People.comSocial Media Star Kristy Scott Files for Divorce, Alleges Infidelity  TMZKristy Scott Files to Legally Ditch Husband Desmond’s Last Name (Excl)  Us WeeklyOp-Ed: On Kristy And Desmond Scott's Breakup And Why High School Sweethearts Are Overrated  essence.com"
2026-01-18,TOP_NEWS,HYBE Boy Group Under Fire For Plagiarizing Fellow HYBE Boy Group - Koreaboo,HYBE Boy Group Under Fire For Plagiarizing Fellow HYBE Boy Group  KoreabooENHYPEN Unleash Experimental Mini Album ‘THE SIN : VANISH’: Stream It Now  BillboardFans Choose ENHYPEN’s ‘THE SIN: VANISH’ as This Week’s Favorite New Music  YahooHYBE Boy Group Accused of Plagiarizing Another HYBE Group  filmogaz.comENHYPEN's 7th Mini Album Tops Weekly Chart with 1.65M Sales  조선일보
2026-01-18,TOP_NEWS,Divisional Round Sunday inactives: Houston Texans at New England Patriots; Los Angeles Rams at Chicago Bears - NFL.com,Divisional Round Sunday inactives: Houston Texans at New England Patriots; Los Angeles Rams at Chicago Bears  NFL.comLandman and Curl combine for massive fourth down tackle on Monangai  NFL.comWhy Rams' Harrison Mevis has the 'thiccer kicker' nickname  Yahoo SportsWhy Is the Rams Kicker Called ‘The Thiccer Kicker’? Details on Harrison Mevis’ Viral Nickname  PFSNWhat the Rams Benefited From This Season  Sports Illustrated
